id	citation_pmid	citation_url	citation_desc
trm_4d559bcd67c18	17553993	http://www.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?dbfrom=pubmed&id=17553993&retmode=ref&cmd=prlinks	Activation of prefrontal cortex by transcranial direct current stimulation reduces appetite for risk during ambiguous decision making.
trm_4d559bcd67c18	18582578	http://www.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?dbfrom=pubmed&id=18582578&retmode=ref&cmd=prlinks	Neural correlates of voluntary and involuntary risk taking in the human brain: an fMRI Study of the Balloon Analog Risk Task (BART).
trm_4d559bcd67c18	12075692	http://www.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?dbfrom=pubmed&id=12075692&retmode=ref&cmd=prlinks	Evaluation of a behavioral measure of risk taking: the Balloon Analogue Risk Task (BART).
trm_4d559d2703bae	19152538	http://www.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?dbfrom=pubmed&id=19152538&retmode=ref&cmd=prlinks	Tonic activity level in the right prefrontal cortex predicts individuals&#39; risk taking.
trm_4d559d2703bae			Risk-taking in Children: age and sex differences.
trm_4d55a2bbcfdff	19369207	http://www.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?dbfrom=pubmed&id=19369207&retmode=ref&cmd=prlinks	Risk-dependent reward value signal in human prefrontal cortex.
trm_4d55a2bbcfdff	19812332	http://www.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?dbfrom=pubmed&id=19812332&retmode=ref&cmd=prlinks	Neural correlates of value, risk, and risk aversion contributing to decision making under risk.
trm_4d8a48e403c78	17507586	http://www.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?dbfrom=pubmed&id=17507586&retmode=ref&cmd=prlinks	Effects of cognitive training on change in accuracy in inductive reasoning ability.
trm_4d8a48e403c78	15707621	http://www.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?dbfrom=pubmed&id=15707621&retmode=ref&cmd=prlinks	Specific impairments of rule induction in different frontal lobe subgroups.
trm_4d8a48e403c78	17284557	http://www.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?dbfrom=pubmed&id=17284557&retmode=ref&cmd=prlinks	Cognitive training gain as a predictor of mental status.
trm_4d949c5b0e380	11506664	http://www.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?dbfrom=pubmed&id=11506664&retmode=ref&cmd=prlinks	Relations between the neural bases of dynamic auditory processing and phonological processing: evidence from fMRI.
trm_4da6304c9aa23	2183676	http://www.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?dbfrom=pubmed&id=2183676&retmode=ref&cmd=prlinks	The attention system of the human brain.
trm_4da6304c9aa23	12366871	http://www.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?dbfrom=pubmed&id=12366871&retmode=ref&cmd=prlinks	Assessing the molecular genetics of attention networks.
trm_4da6304c9aa23	15093142	http://www.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?dbfrom=pubmed&id=15093142&retmode=ref&cmd=prlinks	Development of attentional networks in childhood.
trm_4da6304c9aa23	11970796	http://www.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?dbfrom=pubmed&id=11970796&retmode=ref&cmd=prlinks	Testing the efficiency and independence of attentional networks.
trm_4da63146f12d7
trm_4da6318f7381b	12040063	http://www.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?dbfrom=pubmed&id=12040063&retmode=ref&cmd=prlinks	Defining the neural mechanisms of probabilistic reversal learning using event-related functional magnetic resonance imaging.
trm_4da631be60291	14666393	http://www.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?dbfrom=pubmed&id=14666393&retmode=ref&cmd=prlinks	The role of the anterior cingulate cortex in the counting Stroop task.
trm_4da6327154fd4	12200179	http://www.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?dbfrom=pubmed&id=12200179&retmode=ref&cmd=prlinks	Human spatial representation: insights from animals.
trm_4da6331cdeeb5
trm_4da6338803ed2
trm_4da633dbb5817
trm_4da633fe917c4	11320435	http://www.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?dbfrom=pubmed&id=11320435&retmode=ref&cmd=prlinks	Trail making across languages.
trm_4da633fe917c4	10923062	http://www.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?dbfrom=pubmed&id=10923062&retmode=ref&cmd=prlinks	Are trail making and color trails tests of equivalent constructs?
trm_4da634216ebbc
trm_4da869646e5d1	10934914	http://www.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?dbfrom=pubmed&id=10934914&retmode=ref&cmd=prlinks	Memory for drawings in locations: spatial source memory and event-related potentials.
trm_4da869646e5d1	15390152	http://www.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?dbfrom=pubmed&id=15390152&retmode=ref&cmd=prlinks	Item recognition is less impaired than recall and associative recognition in a patient with selective hippocampal damage.
trm_4da869646e5d1	9699305	http://www.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?dbfrom=pubmed&id=9699305&retmode=ref&cmd=prlinks	Who said what? An event-related potential investigation of source and item memory.
trm_4da869e68b5c4
trm_4da86ad02b3ea	17967093	http://www.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?dbfrom=pubmed&id=17967093&retmode=ref&cmd=prlinks	On the division of short-term and working memory: an examination of simple and complex span and their relation to higher order abilities.
trm_4da86ad02b3ea	12599915	http://www.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?dbfrom=pubmed&id=12599915&retmode=ref&cmd=prlinks	Individual differences in sentence memory.
trm_4da86ad02b3ea	20565212	http://www.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?dbfrom=pubmed&id=20565212&retmode=ref&cmd=prlinks	Turning simple span into complex span: Time for decay or interference from distractors?
trm_4da86b539924c	21525522	http://www.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?dbfrom=pubmed&id=21525522&retmode=ref&cmd=prlinks	Working memory task performance and chunking in early Alzheimer&#39;s disease.
trm_4da86b539924c	23298815	http://www.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?dbfrom=pubmed&id=23298815&retmode=ref&cmd=prlinks	Verbal and Visuospatial Span in Logopenic Progressive Aphasia and Alzheimer&#39;s Disease.
trm_4da86b539924c			http://www.cantab.com/cantab-tests-Spatial-Span.asp?t=Executive%20Function
trm_4da86b539924c	12607145	http://www.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?dbfrom=pubmed&id=12607145&retmode=ref&cmd=prlinks	Functional equivalence of WAIS-III/WMS-III digit and spatial span under forward and backward recall conditions.
trm_4da86c2a70a7d	20230159	http://www.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?dbfrom=pubmed&id=20230159&retmode=ref&cmd=prlinks	The dot pattern expectancy task: reliability and replication of deficits in schizophrenia.
trm_4da86c6808ddd			A Cross-Cultural Analysis of the Fairness of the Cattell Culture Fair Intelligence Test Using the Rasch Model
trm_4da86c8bb3b04	17295197	http://www.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?dbfrom=pubmed&id=17295197&retmode=ref&cmd=prlinks	Information processing speed in ecstasy (MDMA) users.
trm_4da86cb034ff6			http://www.nihtoolbox.org/WhatAndWhy/Cognition/ProcessingSpeed/Pages/NIH-Toolbox-Pattern-Comparison-Processing-Speed-Test.aspx
trm_4da86cb034ff6			Decomposing Adult Age Differences in Working Memory
trm_4da86cb034ff6	17201361	http://www.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?dbfrom=pubmed&id=17201361&retmode=ref&cmd=prlinks	Distraction as a determinant of processing speed.
trm_4da86cdbd9eeb	22378668	http://www.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?dbfrom=pubmed&id=22378668&retmode=ref&cmd=prlinks	Is the test of variables of attention reliable for the diagnosis of attention-deficit hyperactivity disorder (ADHD)?
trm_4da86cdbd9eeb	8408366	http://www.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?dbfrom=pubmed&id=8408366&retmode=ref&cmd=prlinks	Developmental normative data on the test of variables of attention (T.O.V.A.).
trm_4da86cfe8cf1b	18608658	http://www.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?dbfrom=pubmed&id=18608658&retmode=ref&cmd=prlinks	Impulsive responding and the sustained attention to response task.
trm_4da86cfe8cf1b	16115782	http://www.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?dbfrom=pubmed&id=16115782&retmode=ref&cmd=prlinks	Encoding during the attentional lapse: accuracy of encoding during the semantic sustained attention to response task.
trm_4da87b8bf1511			The Matching Familiar Figures Test: A Look at Its Psychometric Credibility
trm_4da87b8bf1511	1939676	http://www.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?dbfrom=pubmed&id=1939676&retmode=ref&cmd=prlinks	Attention deficit hyperactivity disorder: does cognitive behavioral therapy improve home behavior?
trm_4da87b8bf1511			Some Misgivings about the Matching Familiar Figures Test as a Measure of Reflection-Impulsivity
trm_4da87b8bf1511	9718589	http://www.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?dbfrom=pubmed&id=9718589&retmode=ref&cmd=prlinks	Recreational use of
trm_4da87e439c411	8736565	http://www.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?dbfrom=pubmed&id=8736565&retmode=ref&cmd=prlinks	Neural systems engaged by planning: a PET study of the Tower of London task.
trm_4da87e7282f92	15056306	http://www.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?dbfrom=pubmed&id=15056306&retmode=ref&cmd=prlinks	A comparison of performance on the Towers of London and Hanoi in young children.
trm_4da87e7282f92	10945922	http://www.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?dbfrom=pubmed&id=10945922&retmode=ref&cmd=prlinks	The unity and diversity of executive functions and their contributions to complex
trm_4da87e9c79847	21320740	http://www.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?dbfrom=pubmed&id=21320740&retmode=ref&cmd=prlinks	Manipulation of voice onset time during dichotic listening.
trm_4da87e9c79847	25726277	http://www.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?dbfrom=pubmed&id=25726277&retmode=ref&cmd=prlinks	Psychophysical and behavioral peripheral and central auditory tests.
trm_4da87e9c79847	2480551	http://www.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?dbfrom=pubmed&id=2480551&retmode=ref&cmd=prlinks	Perceptual asymmetry on the dichotic fused words test and cerebral speech lateralization determined by the carotid sodium amytal test.
trm_4da87e9c79847	6843817	http://www.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?dbfrom=pubmed&id=6843817&retmode=ref&cmd=prlinks	Increasing the power of dichotic methods: the fused rhymed words test.
trm_4da87e9c79847	846195	http://www.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?dbfrom=pubmed&id=846195&retmode=ref&cmd=prlinks	Dichotic ear preference in aphasia.
trm_4da87e9c79847	944883	http://www.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?dbfrom=pubmed&id=944883&retmode=ref&cmd=prlinks	The effects of handedness, family history and sex on the performance of a dichotic listening task.
trm_4da87e9c79847	7707033	http://www.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?dbfrom=pubmed&id=7707033&retmode=ref&cmd=prlinks	Semantic processing and memory for attended and unattended words in dichotic listening: behavioral and electrophysiological evidence.
trm_4da87e9c79847	5482024	http://www.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?dbfrom=pubmed&id=5482024&retmode=ref&cmd=prlinks	Semantic processing of unattended messages using dichotic listening.
trm_4da87f383435b	10708826	http://www.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?dbfrom=pubmed&id=10708826&retmode=ref&cmd=prlinks	The directed forgetting task: application to emotionally valent material.
trm_4da87f81bc2c8
trm_4da87fb28978e	16290063	http://www.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?dbfrom=pubmed&id=16290063&retmode=ref&cmd=prlinks	A comprehensive review of the Paced Auditory Serial Addition Test (PASAT).
trm_4da87fdd7820e	18038355	http://www.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?dbfrom=pubmed&id=18038355&retmode=ref&cmd=prlinks	Executive functioning in older adults with mild cognitive impairment: MCI has effects on planning, but not on inhibition.
trm_4da880396c76b
trm_4da880ff8fd4a
trm_4da881dace79c
trm_4da886fc2bc46
trm_4da8885b33375
trm_4da88a2a63d97	21086119	http://www.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?dbfrom=pubmed&id=21086119&retmode=ref&cmd=prlinks	A computer-automated touchscreen paired-associates learning (PAL) task for mice: impairments following administration of scopolamine or dicyclomine and improvements following donepezil.
trm_4da88a2a63d97	21477602	http://www.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?dbfrom=pubmed&id=21477602&retmode=ref&cmd=prlinks	Hippocampal dysfunction in patients with mild cognitive impairment: a functional neuroimaging study of a visuospatial paired associates learning task.
trm_4da88a2a63d97			http://www.cantab.com/cantab-tests-Paired-Associates-Learning.asp?t=Visual%20Memory
trm_4da88a8e13f26
trm_4da88ae0f2952	23075400	http://www.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?dbfrom=pubmed&id=23075400&retmode=ref&cmd=prlinks	Derivation of an embedded rey auditory verbal learning test performance validity indicator.
trm_4da88ae0f2952			http://www.nihtoolbox.org/WhatAndWhy/Cognition/EpisodicMemory/Pages/NIH-Toolbox-Auditor-Verbal-Learning-Test-(Rey).aspx
trm_4da88ae0f2952	23232147	http://www.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?dbfrom=pubmed&id=23232147&retmode=ref&cmd=prlinks	Age and synchrony effects in performance on the Rey Auditory Verbal Learning Test.
trm_4da88b17b985b	9771635	http://www.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?dbfrom=pubmed&id=9771635&retmode=ref&cmd=prlinks	Nonword repetition and child language impairment.
trm_4da88b3b0cbcc
trm_4da88b63787d6
trm_4da88b8b60ffb	16490365	http://www.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?dbfrom=pubmed&id=16490365&retmode=ref&cmd=prlinks	Neural mechanisms of advance preparation in task switching.
trm_4da88b8b60ffb	17470001	http://www.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?dbfrom=pubmed&id=17470001&retmode=ref&cmd=prlinks	Comparing switch costs: alternating runs and explicit cuing.
trm_4da88bb3c2462	9510382	http://www.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?dbfrom=pubmed&id=9510382&retmode=ref&cmd=prlinks	Orbitofrontal function, object alternation and perseveration.
trm_4da88bd4412da
trm_4da88bff0507c
trm_4da88c205b16b
trm_4da88c5302e06
trm_4da88c904862b	18308812	http://www.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?dbfrom=pubmed&id=18308812&retmode=ref&cmd=prlinks	Structural brain correlates of response inhibition in Bipolar Disorder I.
trm_4da88c904862b	19541454	http://www.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?dbfrom=pubmed&id=19541454&retmode=ref&cmd=prlinks	Executive functioning in schizophrenia: a thorough examination of performance on the Hayling Sentence Completion Test compared to psychiatric and non-psychiatric controls.
trm_4da88cb222308			http://www.nihtoolbox.org/WhatAndWhy/Cognition/EpisodicMemory/Pages/NIH-Toolbox-Picture-Sequence-Memory-Test.aspx
trm_4da88ec6735ad			Cognitive basis of Uznadze illusion
trm_4da890594742a	23202664	http://www.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?dbfrom=pubmed&id=23202664&retmode=ref&cmd=prlinks	Anticipatory brain activity predicts the success or failure of subsequent emotion regulation.
trm_4da890594742a	24690369	http://www.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?dbfrom=pubmed&id=24690369&retmode=ref&cmd=prlinks	Behavioural and neural correlates of self-focused emotion regulation in social anxiety disorder.
trm_4da890594742a	18817740	http://www.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?dbfrom=pubmed&id=18817740&retmode=ref&cmd=prlinks	Prefrontal-subcortical pathways mediating successful emotion regulation.
trm_4da89077f19ae			Attention Performance in an Epidermiological Sample of Urban Children: The Role of Gender and Verbal Intelligence
trm_4da89089ce0af	17351541	http://www.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?dbfrom=pubmed&id=17351541&retmode=ref&cmd=prlinks	[A study of action planning in patients with Alzheimer&#39;s disease using the zoo map test].
trm_4da890a9bd7a3	8467349	http://www.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?dbfrom=pubmed&id=8467349&retmode=ref&cmd=prlinks	The neuropharmacological and neurochemical basis of place learning in the Morris water maze.
trm_4da890a9bd7a3	11516773	http://www.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?dbfrom=pubmed&id=11516773&retmode=ref&cmd=prlinks	Applications of the Morris water maze in the study of learning and memory.
trm_4da890a9bd7a3	6471907	http://www.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?dbfrom=pubmed&id=6471907&retmode=ref&cmd=prlinks	Developments of a water-maze procedure for studying spatial learning in the rat.
trm_4da890cf99b9e	19265566	http://www.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?dbfrom=pubmed&id=19265566&retmode=ref&cmd=prlinks	Specific cognitive deficits in a group at genetic high risk of schizophrenia.
trm_4da890cf99b9e	20231320	http://www.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?dbfrom=pubmed&id=20231320&retmode=ref&cmd=prlinks	Reward/Punishment reversal learning in older suicide attempters.
trm_4da890cf99b9e			http://www.cantab.com/cantab-tests-Stockings-of-Cambridge.asp?t=Executive%20Function
trm_4da890cf99b9e	15162933	http://www.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?dbfrom=pubmed&id=15162933&retmode=ref&cmd=prlinks	Performance on Cambridge Neuropsychological Test Automated Battery subtests sensitive to frontal lobe function in people with autistic disorder: evidence from the Collaborative Programs of Excellence in Autism network.
trm_4da890f978492
trm_4da8911e715e3	15487596	http://www.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?dbfrom=pubmed&id=15487596&retmode=ref&cmd=prlinks	Infant joint attention skill and preschool behavioral outcomes in at-risk children.
trm_4da8911e715e3	17216560	http://www.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?dbfrom=pubmed&id=17216560&retmode=ref&cmd=prlinks	Early social, imitation, play, and language abilities of young non-autistic siblings of children with autism.
trm_4da8914987ee2
trm_4da891794859f	7845413	http://www.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?dbfrom=pubmed&id=7845413&retmode=ref&cmd=prlinks	Variability in early communicative development.
trm_4da891a546d8c	18434924	http://www.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?dbfrom=pubmed&id=18434924&retmode=ref&cmd=prlinks	A replication of the Autism Diagnostic Observation Schedule (ADOS) revised algorithms.
trm_4da891a546d8c	12405479	http://www.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?dbfrom=pubmed&id=12405479&retmode=ref&cmd=prlinks	Exploring the borderlands of autistic disorder and specific language impairment: a study using standardised diagnostic instruments.
trm_4da891d43240c
trm_4dadbdd0b2b8c
trm_4dadbe225bdf1	10391468	http://www.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?dbfrom=pubmed&id=10391468&retmode=ref&cmd=prlinks	A neural network model with dopamine-like reinforcement signal that learns a spatial delayed response task.
trm_4dadbfd771a54	7650102	http://www.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?dbfrom=pubmed&id=7650102&retmode=ref&cmd=prlinks	Color- and picture-word Stroop tests: performance changes in old age.
trm_4e31d031bc8c2	19121519	http://www.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?dbfrom=pubmed&id=19121519&retmode=ref&cmd=prlinks	When knowing can replace seeing in audiovisual integration of actions.
trm_4e31d031bc8c2	19404620	http://www.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?dbfrom=pubmed&id=19404620&retmode=ref&cmd=prlinks	Multisensory integration of drumming actions: musical expertise affects perceived audiovisual asynchrony.
trm_4e31d031bc8c2	16530232	http://www.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?dbfrom=pubmed&id=16530232&retmode=ref&cmd=prlinks	Temporal window of integration in auditory-visual speech perception.
trm_4e31d031bc8c2	16643094	http://www.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?dbfrom=pubmed&id=16643094&retmode=ref&cmd=prlinks	Perceptual synchrony of audiovisual streams for natural and artificial motion sequences.
trm_4e31d031bc8c2	16838548	http://www.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?dbfrom=pubmed&id=16838548&retmode=ref&cmd=prlinks	Auditory-visual speech perception and synchrony detection for speech and nonspeech signals.
trm_4e31d031bc8c2	16119399	http://www.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?dbfrom=pubmed&id=16119399&retmode=ref&cmd=prlinks	Audio-visual simultaneity judgments.
trm_4e31d031bc8c2	12123295	http://www.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?dbfrom=pubmed&id=12123295&retmode=ref&cmd=prlinks	When is now? Perception of simultaneity.
trm_4e31d031bc8c2	7220244	http://www.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?dbfrom=pubmed&id=7220244&retmode=ref&cmd=prlinks	The detection of auditory visual desynchrony.
trm_4e31d69b7f422	15698825	http://www.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?dbfrom=pubmed&id=15698825&retmode=ref&cmd=prlinks	Audiotactile temporal order judgments.
trm_4e31d69b7f422	16876772	http://www.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?dbfrom=pubmed&id=16876772&retmode=ref&cmd=prlinks	Audiovisual synchrony perception for music, speech, and object actions.
trm_4e550887d92de
trm_4e5662373bc89
trm_4e5bb14d814a8	9486643	http://www.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?dbfrom=pubmed&id=9486643&retmode=ref&cmd=prlinks	Rubber hands &#39;feel&#39; touch that eyes see.
trm_4e5d07565b68e
trm_4e5e7ac84c2e5			Evaluation of a diagnostic tonic heat pain fMRI procedure with continuous rating of pain perception at four randomized stimulus intensities
trm_4e5e7ac84c2e5	10353491	http://www.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?dbfrom=pubmed&id=10353491&retmode=ref&cmd=prlinks	Psychophysical measures of sensitization to tonic heat discriminate chronic pain patients.
trm_4e5fcd75efb58	8023144	http://www.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?dbfrom=pubmed&id=8023144&retmode=ref&cmd=prlinks	The thermal grill illusion: unmasking the burn of cold pain.
trm_4e5fcd75efb58			FÃ¶rnimmelserna vid till samma stÃ¤lle lokaliserad, samtidigt pÃ¥gÃ¥ende kÃ¶ld-och vÃ¤rmeretning
trm_4e6112759926e
trm_4e6114e7b1ff2
trm_4e664d3718e1b
trm_4e68e08950157
trm_4e6a2f61b17b0
trm_4e6a44ee854f8
trm_4e8a0dd29ec7b
trm_4e8dd3831f0cc	16139527	http://www.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?dbfrom=pubmed&id=16139527&retmode=ref&cmd=prlinks	Long-term test-retest reliability of functional MRI in a classification learning task.
trm_4e8dd3dfd9fff
trm_4eb1f3a8ec119	16677668	http://www.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?dbfrom=pubmed&id=16677668&retmode=ref&cmd=prlinks	The use of social and salience cues in early word learning.
trm_4eb1f3a8ec119	22012625	http://www.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?dbfrom=pubmed&id=22012625&retmode=ref&cmd=prlinks	Abstractness and continuity in the syntactic development of young children with autism.
trm_4eb1f3a8ec119	3558524	http://www.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?dbfrom=pubmed&id=3558524&retmode=ref&cmd=prlinks	The eyes have it: lexical and syntactic comprehension in a new paradigm.
trm_4ebc6a6b75ebf
trm_4ebc728326a13	11734855	http://www.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?dbfrom=pubmed&id=11734855&retmode=ref&cmd=prlinks	Interactive memory systems in the human brain.
trm_4ebc728326a13	16868087	http://www.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?dbfrom=pubmed&id=16868087&retmode=ref&cmd=prlinks	Modulation of competing memory systems by distraction.
trm_4ebc98cc77e7b	16868087	http://www.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?dbfrom=pubmed&id=16868087&retmode=ref&cmd=prlinks	Modulation of competing memory systems by distraction.
trm_4ebc9d2e397f2	16139527	http://www.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?dbfrom=pubmed&id=16139527&retmode=ref&cmd=prlinks	Long-term test-retest reliability of functional MRI in a classification learning task.
trm_4ebd44cd88360
trm_4ebd477ab5a11
trm_4ebd47b8bab6b	19289173	http://www.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?dbfrom=pubmed&id=19289173&retmode=ref&cmd=prlinks	Consistency and variability in functional localisers.
trm_4ebd47b8bab6b	15829079	http://www.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?dbfrom=pubmed&id=15829079&retmode=ref&cmd=prlinks	Partially distributed representations of objects and faces in ventral temporal cortex.
trm_4ebd47b8bab6b	15325362	http://www.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?dbfrom=pubmed&id=15325362&retmode=ref&cmd=prlinks	Combinatorial codes in ventral temporal lobe for object recognition: Haxby (2001) revisited: is there a
trm_4ebd47b8bab6b	11577229	http://www.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?dbfrom=pubmed&id=11577229&retmode=ref&cmd=prlinks	Distributed and overlapping representations of faces and objects in ventral temporal cortex.
trm_4ebd482eba5b1	19289173	http://www.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?dbfrom=pubmed&id=19289173&retmode=ref&cmd=prlinks	Consistency and variability in functional localisers.
trm_4f23fc8c42d28
trm_4f240cb09f8e5
trm_4f240d346320c
trm_4f240d7664628
trm_4f240e7f989f8
trm_4f240edf92865
trm_4f240f1c740da
trm_4f240fbdf1601
trm_4f241001dfcee
trm_4f24108555294
trm_4f24112057e90
trm_4f241173868a3
trm_4f2411c91ae5e
trm_4f24126c22011	16180626	http://www.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?dbfrom=pubmed&id=16180626&retmode=ref&cmd=prlinks	Neural correlates of evaluation associated with promotion and prevention regulatory focus.
trm_4f2412d4c3b88	25403693	http://www.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?dbfrom=pubmed&id=25403693&retmode=ref&cmd=prlinks	Semantic classification of pictures and words.
trm_4f241325579c6
trm_4f24135453d65
trm_4f2414059baa8
trm_4f2414a1bab77
trm_4f24154867d84			A 3-minute reasoning test based on grammatical transformations.
trm_4f24154867d84	20438143	http://www.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?dbfrom=pubmed&id=20438143&retmode=ref&cmd=prlinks	A meta-analysis of the impact of short-term sleep deprivation on cognitive variables.
trm_4f24154867d84	15164897	http://www.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?dbfrom=pubmed&id=15164897&retmode=ref&cmd=prlinks	Increasing task difficulty facilitates the cerebral compensatory response to total sleep deprivation.
trm_4f241614d4a25	18681988	http://www.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?dbfrom=pubmed&id=18681988&retmode=ref&cmd=prlinks	The combined effects of L-theanine and caffeine on cognitive performance and mood.
trm_4f241614d4a25	20590726	http://www.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?dbfrom=pubmed&id=20590726&retmode=ref&cmd=prlinks	Selective attention and attention switching: towards a unified developmental approach.
